Date,Open,High,Low,Close,Adj Close,Volume
2023-03-16,466.700012,469.000000,457.799988,461.399994,459.883667,6790599
2023-03-17,464.049988,477.299988,464.000000,471.250000,469.701294,7640040
2023-03-20,470.000000,471.399994,458.100006,465.250000,463.721008,3937830
2023-03-21,467.000000,484.000000,466.500000,482.750000,481.163513,4363583
2023-03-22,483.000000,498.500000,483.000000,497.450012,495.815216,5604187
2023-03-23,497.450012,505.000000,494.149994,498.549988,496.911560,4489138
2023-03-24,494.500000,501.899994,481.600006,492.250000,490.632294,6424544
2023-03-27,486.649994,499.450012,486.649994,492.950012,491.329987,2412510
2023-03-28,495.450012,498.500000,486.850006,489.700012,488.090668,2494157
2023-03-29,491.299988,498.000000,486.700012,495.950012,494.320129,3137010
2023-03-31,497.000000,501.200012,495.000000,499.200012,497.559448,3459342
2023-04-03,502.049988,508.500000,501.250000,503.700012,502.044678,2394944
2023-04-05,503.700012,511.950012,503.700012,507.750000,506.081360,4270479
2023-04-06,506.100006,516.900024,505.250000,514.650024,512.958679,2416882
2023-04-10,514.650024,520.299988,511.649994,513.700012,512.011780,2375216
2023-04-11,516.799988,522.799988,512.750000,513.549988,511.862274,3671457
2023-04-12,514.000000,518.450012,509.549988,517.049988,515.350769,1950603
2023-04-13,519.650024,533.500000,518.500000,531.849976,530.102112,4153200
2023-04-17,542.500000,542.500000,529.299988,533.400024,531.647095,3417617
2023-04-18,537.000000,540.000000,529.500000,532.299988,530.550659,2514020
2023-04-19,532.500000,532.950012,523.349976,524.799988,523.075317,1622301
2023-04-20,525.000000,531.599976,522.799988,530.250000,528.507385,1561641
2023-04-21,536.000000,541.250000,511.399994,513.299988,511.613098,4452849
2023-04-24,551.000000,555.549988,532.000000,547.549988,545.750549,23496385
2023-04-25,546.150024,546.849976,528.000000,529.750000,528.009033,6700461
2023-04-26,529.000000,536.900024,528.599976,531.599976,529.852966,4165761
2023-04-27,530.099976,530.099976,516.049988,517.849976,516.148132,7978904
2023-04-28,517.099976,531.000000,516.450012,529.750000,528.009033,4031679
2023-05-02,530.000000,545.849976,529.549988,544.500000,542.710571,4239067
2023-05-03,544.000000,547.849976,535.099976,538.700012,536.929626,2875460
2023-05-04,539.799988,549.750000,536.549988,546.500000,544.703979,2312821
2023-05-05,543.000000,548.750000,537.500000,539.700012,537.926392,2159574
2023-05-08,542.000000,551.000000,540.000000,549.549988,547.743958,1970280
2023-05-09,552.500000,557.450012,549.599976,552.049988,550.235779,1927306
2023-05-10,553.400024,563.500000,551.150024,562.650024,560.800964,3191516
2023-05-11,562.049988,569.400024,561.049988,567.400024,565.535339,1620276
2023-05-12,567.400024,569.000000,558.650024,560.650024,558.807556,1433810
2023-05-15,559.900024,563.049988,556.299988,559.299988,557.461914,1984609
2023-05-16,562.200012,563.500000,554.000000,559.500000,557.661255,3027008
2023-05-17,562.000000,562.750000,552.400024,560.099976,558.259277,1395385
2023-05-18,564.000000,568.799988,559.299988,561.549988,559.704529,1745334
2023-05-19,564.900024,564.900024,554.950012,557.599976,555.767517,1484899
2023-05-22,557.000000,569.200012,554.500000,567.000000,565.136658,1975841
2023-05-23,567.700012,573.750000,561.150024,562.700012,560.850769,3425506
2023-05-24,562.599976,571.950012,558.900024,566.000000,564.139893,1529396
2023-05-25,566.000000,573.700012,563.049988,572.049988,570.170044,1307797
2023-05-26,572.000000,578.849976,569.349976,577.200012,575.303101,1467444
2023-05-29,577.299988,588.450012,575.000000,579.049988,577.147034,2794717
2023-05-30,576.000000,589.000000,571.000000,585.150024,583.226990,2653926
2023-05-31,603.000000,603.700012,584.250000,592.349976,590.403320,10027475
2023-06-01,593.450012,594.450012,581.000000,582.200012,580.286682,1659264
2023-06-02,585.299988,586.000000,572.950012,576.400024,574.505737,3192761
2023-06-05,578.049988,580.950012,573.000000,574.150024,572.263184,2230529
2023-06-06,574.150024,582.750000,567.900024,579.700012,577.794922,3334157
2023-06-07,583.000000,595.500000,582.700012,594.450012,592.496460,3440284
2023-06-08,594.450012,597.400024,589.799988,593.900024,591.948242,1675907
2023-06-09,587.950012,593.700012,576.750000,581.700012,579.788330,3023579
2023-06-12,585.950012,591.000000,581.450012,584.400024,582.479492,3327440
2023-06-13,582.250000,587.000000,581.000000,584.799988,582.878113,3288950
2023-06-14,584.799988,589.450012,581.799988,585.049988,583.127319,5344073
2023-06-15,585.049988,585.049988,574.000000,578.150024,576.250000,2074065
2023-06-16,577.799988,615.000000,576.599976,609.549988,609.549988,11422524
2023-06-19,609.950012,629.000000,602.099976,626.549988,626.549988,7087287
2023-06-20,627.000000,644.849976,624.200012,643.700012,643.700012,10400684
2023-06-21,645.000000,659.950012,640.049988,642.500000,642.500000,7689046
2023-06-22,642.500000,655.799988,637.250000,639.000000,639.000000,4577233
2023-06-23,642.450012,643.000000,623.799988,626.900024,626.900024,4159293
2023-06-26,619.950012,632.349976,616.750000,630.250000,630.250000,3749962
2023-06-27,641.000000,674.000000,637.099976,667.200012,667.200012,30050877
2023-06-28,667.200012,667.200012,667.200012,667.200012,667.200012,0
2023-06-30,652.000000,657.500000,638.500000,651.200012,651.200012,8681796
2023-07-03,651.000000,657.000000,644.049988,650.700012,650.700012,2795761
2023-07-04,654.400024,657.250000,644.599976,647.000000,647.000000,3340982
2023-07-05,647.000000,675.950012,645.049988,673.599976,673.599976,5871642
2023-07-06,674.549988,677.700012,659.500000,661.150024,661.150024,4788193
2023-07-07,660.599976,679.000000,656.700012,658.099976,658.099976,5425784
2023-07-10,660.000000,674.750000,659.049988,668.250000,668.250000,3676990
2023-07-11,671.000000,684.799988,670.750000,672.549988,672.549988,5004622
2023-07-12,675.900024,677.500000,669.750000,671.700012,671.700012,2912240
2023-07-13,676.000000,690.849976,676.000000,680.599976,680.599976,3997060
2023-07-14,683.849976,684.799988,660.549988,670.049988,670.049988,6273380
2023-07-17,672.950012,674.849976,662.099976,667.150024,667.150024,2439405
2023-07-18,667.000000,667.000000,653.349976,656.549988,656.549988,5855926
2023-07-19,658.000000,660.450012,649.049988,659.049988,659.049988,4866371
2023-07-20,660.000000,662.849976,651.549988,661.049988,661.049988,2754328
2023-07-21,662.500000,662.500000,633.650024,647.299988,647.299988,5964750
2023-07-24,653.599976,660.200012,646.049988,653.150024,653.150024,7781836
2023-07-25,653.150024,660.000000,650.000000,651.799988,651.799988,4754351
2023-07-26,652.000000,660.000000,648.000000,658.599976,658.599976,1841832
2023-07-27,658.599976,668.250000,657.200012,662.450012,662.450012,3364659
2023-07-28,663.000000,664.450012,654.500000,659.299988,659.299988,1664766
2023-07-31,652.000000,655.000000,644.450012,646.849976,646.849976,3738008
2023-08-01,641.150024,646.799988,638.000000,642.750000,642.750000,3370855
2023-08-02,642.750000,644.900024,637.000000,642.849976,642.849976,2536221
2023-08-03,637.099976,640.950012,629.099976,632.700012,632.700012,2670399
2023-08-04,635.950012,644.250000,635.150024,642.200012,642.200012,2032172
2023-08-07,645.000000,649.750000,639.250000,648.799988,648.799988,1676683
2023-08-08,650.000000,654.849976,642.099976,645.450012,645.450012,3542734
2023-08-09,646.000000,652.000000,643.150024,645.799988,645.799988,2176168
2023-08-10,645.000000,651.500000,638.099976,640.000000,640.000000,1472754
2023-08-11,640.000000,641.900024,632.000000,633.599976,633.599976,1288176
2023-08-14,632.099976,638.000000,625.599976,632.750000,632.750000,1927044
2023-08-16,627.099976,629.799988,619.650024,625.150024,625.150024,1800138
2023-08-17,625.150024,630.950012,622.200012,628.400024,628.400024,1800092
2023-08-18,623.000000,627.450012,616.750000,625.950012,625.950012,2392364
2023-08-21,625.000000,629.349976,623.000000,625.150024,625.150024,1207075
2023-08-22,625.000000,654.049988,624.200012,635.849976,635.849976,8186967
2023-08-23,638.000000,638.500000,630.099976,633.200012,633.200012,1544136
2023-08-24,635.000000,637.500000,628.500000,630.500000,630.500000,1518585
2023-08-25,630.000000,635.849976,625.750000,628.299988,628.299988,1938963
2023-08-28,629.000000,632.250000,624.650024,627.349976,627.349976,2531965
2023-08-29,628.400024,636.000000,626.049988,634.900024,634.900024,3656025
2023-08-30,636.500000,639.950012,634.150024,637.049988,637.049988,1858995
2023-08-31,635.000000,647.900024,631.299988,644.750000,644.750000,4473826
2023-09-01,644.750000,648.000000,638.549988,641.349976,641.349976,1271599
2023-09-04,645.000000,645.849976,634.000000,640.049988,640.049988,1384829
2023-09-05,644.000000,648.099976,636.000000,640.950012,640.950012,3759460
2023-09-06,643.500000,651.200012,639.299988,647.549988,647.549988,2898323
2023-09-07,648.000000,657.750000,643.049988,656.750000,656.750000,2349089
2023-09-08,659.200012,660.799988,652.950012,657.450012,657.450012,1693851
2023-09-11,658.000000,677.549988,656.400024,668.650024,668.650024,4083029
2023-09-12,668.650024,670.299988,656.500000,660.950012,660.950012,4061914
2023-09-13,656.000000,658.950012,642.700012,650.200012,650.200012,4423644
2023-09-14,650.299988,655.400024,643.000000,645.450012,645.450012,3735579
2023-09-15,641.200012,646.849976,640.299988,644.900024,644.900024,6827895
2023-09-18,644.700012,665.549988,644.599976,659.950012,659.950012,4012209
2023-09-20,659.349976,659.349976,645.750000,648.200012,648.200012,1596867
2023-09-21,646.049988,653.900024,641.400024,644.250000,644.250000,2420603
2023-09-22,643.400024,656.000000,642.250000,649.450012,649.450012,1925717
2023-09-25,652.200012,653.000000,640.049988,642.099976,642.099976,2079256
2023-09-26,640.049988,648.849976,638.150024,644.250000,644.250000,1968753
2023-09-27,647.900024,649.549988,639.799988,648.200012,648.200012,1452570
2023-09-28,645.200012,650.650024,633.349976,634.700012,634.700012,2418577
2023-09-29,635.549988,639.400024,630.650024,637.400024,637.400024,1830734
2023-10-03,634.450012,637.500000,628.549988,633.549988,633.549988,3454441
2023-10-04,631.000000,632.000000,624.250000,625.500000,625.500000,2357914
2023-10-05,626.000000,627.750000,619.900024,624.349976,624.349976,4050085
2023-10-06,624.549988,636.200012,622.750000,630.900024,630.900024,3713370
2023-10-09,625.000000,629.549988,613.349976,615.150024,615.150024,3308557
2023-10-10,616.099976,624.750000,615.150024,621.250000,621.250000,4054232
2023-10-11,626.950012,627.000000,619.000000,621.500000,621.500000,3102088
2023-10-12,622.049988,626.299988,619.000000,624.650024,624.650024,2810053
2023-10-13,623.250000,633.000000,614.500000,625.250000,625.250000,5462771
2023-10-16,633.000000,635.000000,619.650024,630.049988,630.049988,3399593
2023-10-17,632.500000,645.900024,630.549988,641.799988,641.799988,4443295
2023-10-18,641.650024,648.450012,637.750000,645.000000,645.000000,2187089
2023-10-19,639.000000,644.250000,629.150024,639.000000,639.000000,3371397
2023-10-20,636.950012,641.950012,630.000000,639.950012,639.950012,1853937
2023-10-23,638.000000,644.700012,621.799988,625.250000,625.250000,2502483
2023-10-25,625.250000,627.950012,607.700012,616.450012,616.450012,2821496
2023-10-26,611.849976,614.950012,602.700012,605.849976,605.849976,2011512
2023-10-27,606.049988,615.599976,606.049988,608.650024,608.650024,1348147
2023-10-30,609.799988,618.000000,600.750000,607.599976,607.599976,1882245
2023-10-31,607.099976,621.000000,604.450012,618.349976,618.349976,2661284
2023-11-01,621.799988,623.950012,616.900024,620.049988,620.049988,1947740
2023-11-02,622.000000,626.799988,618.000000,619.299988,619.299988,1651263
2023-11-03,622.000000,625.000000,619.599976,622.099976,622.099976,1450553
2023-11-06,622.099976,626.299988,619.400024,621.799988,621.799988,1789823
2023-11-07,623.400024,624.000000,614.700012,622.450012,622.450012,2747838
2023-11-08,624.000000,624.849976,617.500000,618.750000,618.750000,1332249
2023-11-09,618.750000,625.000000,613.200012,621.349976,621.349976,2235630
2023-11-10,620.849976,631.500000,620.049988,626.750000,626.750000,2449660
2023-11-13,625.150024,628.200012,617.000000,621.049988,621.049988,2047300
2023-11-15,632.950012,639.400024,627.000000,636.150024,636.150024,2033627
2023-11-16,636.900024,639.700012,632.000000,634.950012,634.950012,1753550
2023-11-17,632.849976,660.000000,632.000000,651.799988,651.799988,4306473
2023-11-20,654.950012,655.200012,647.500000,652.400024,652.400024,2178344
2023-11-21,655.000000,672.049988,654.250000,667.900024,667.900024,5077816
2023-11-22,669.750000,675.349976,665.299988,668.500000,668.500000,2664154
2023-11-23,668.049988,677.000000,659.500000,665.000000,665.000000,2184014
2023-11-24,666.049988,672.250000,663.049988,668.000000,668.000000,1511079
2023-11-28,668.049988,676.700012,668.049988,673.299988,673.299988,1900825
2023-11-29,677.000000,680.450012,671.299988,675.650024,675.650024,1829510
2023-11-30,676.900024,693.000000,674.549988,690.750000,690.750000,4637116
2023-12-01,694.049988,695.000000,680.049988,682.150024,682.150024,2106753
2023-12-04,689.799988,689.799988,672.250000,674.950012,674.950012,4817286
2023-12-05,679.000000,681.299988,667.700012,672.750000,672.750000,4028068
2023-12-06,677.000000,681.799988,675.049988,677.349976,677.349976,1627777
2023-12-07,680.900024,685.700012,675.549988,678.299988,678.299988,3853936
2023-12-08,680.450012,684.000000,667.000000,671.250000,671.250000,2713075
2023-12-11,671.049988,674.500000,667.250000,672.500000,672.500000,1897948
2023-12-12,676.900024,710.599976,675.349976,707.349976,707.349976,10749420
2023-12-13,706.500000,707.000000,689.200012,698.200012,698.200012,4757264
2023-12-14,702.000000,704.000000,679.099976,684.549988,684.549988,6251731
2023-12-15,688.000000,688.000000,663.250000,673.099976,673.099976,8720610
